ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0006814	sodium ion transport	218	-0.32623070935788	-1.22140657680584	0.000888142866428859	0.0203995314632879	0.0182913873238503	2194	tags=19%, list=6%, signal=18%	23327/154/6568/5581/142680/26249/347051/479/8671/6583/115584/23171/610/255738/10050/10246/5774/6550/159963/10786/288/55089/6329/125206/10991/6524/525/25769/6557/496/6555/6549/6561/160728/6523/8647/6554/6569/55117/389015/146167/9058
CC	GO:0031968	organelle outer membrane	198	-0.327550020031591	-1.13401712682145	0.000544867373321543	0.0144809361858124	0.0129844360917475	5804	tags=33%, list=16%, signal=28%	57678/54332/9868/91137/518/1717/10493/9830/56910/84749/32/55326/493856/5663/23345/23111/7314/9804/51566/25813/201164/64757/374986/79789/8165/664/55177/8303/23446/10017/387990/84709/10128/26056/9927/91445/54471/55735/1654/79594/4129/6622/23224/3032/5241/54884/596/55333/1528/64112/65018/54996/599/5138/120892/132671/1374/2710/670/2180/1610/2043/23305/54490/383
BP	GO:0009408	response to heat	172	-0.327629487216804	-1.1007402700183	0.00148334524437398	0.0291310235837711	0.0261205428404038	8948	tags=41%, list=25%, signal=31%	3326/1026/10762/53371/81929/4842/9631/170506/27429/7175/10569/2932/5595/207/7415/4928/23165/6117/7531/3627/9818/2475/9883/472/3479/84918/11168/3337/10294/9093/9531/10273/9529/3320/4763/55746/8021/1965/11080/1387/100130086/5903/816/9972/817/23411/81570/4846/3313/3301/23279/3312/947/3305/573/2033/5594/3324/7057/2729/6387/55466/3162/2246/22797/59341/10777/4137/5313/6750/1361
CC	GO:0019867	outer membrane	200	-0.32794813307817	-1.13820587593862	0.00128318915734876	0.0266601917403183	0.0239050536100735	5804	tags=33%, list=16%, signal=28%	57678/54332/9868/91137/518/1717/9187/10493/9830/56910/84749/32/55326/493856/5663/23345/23111/7314/9804/51566/25813/201164/64757/374986/79789/8165/664/55177/8303/23446/10017/387990/84709/10128/26056/9927/91445/54471/55735/1654/79594/4129/6622/23224/3032/5241/54884/596/55333/1528/64112/65018/54996/599/5138/120892/132671/1374/2710/670/2180/1610/2043/23305/54490/383
BP	GO:0010565	regulation of cellular ketone metabolic process	179	-0.328864242866698	-1.13768057736387	0.00295432220052712	0.0480597484733638	0.0430931208197189	4946	tags=24%, list=14%, signal=21%	4953/407032/3638/55066/23411/23408/54704/55198/650/5700/5166/2170/406987/9965/8013/11160/57546/6622/51085/5468/23417/5465/2693/406959/9104/552/5581/5563/1958/1374/634/5164/33/130013/10891/635/653/407039/407053/2168/1581/345/116519
CC	GO:0005681	spliceosomal complex	185	-0.329597574184655	-1.12113909764041	0.00142882626017511	0.0284533505259008	0.025512902395193	22560	tags=99%, list=62%, signal=38%	6636/55692/51634/199746/6626/7310/6633/8175/55110/10465/23658/8896/22889/51747/6628/79706/151903/51428/26986/22913/6627/57461/11066/3958/25804/6637/51691/6625/57819/26121/7307/8227/10262/6009/51503/55015/10450/85437/84292/8220/51639/8233/6629/6631/10181/10907/83443/10713/9092/5935/84991/53938/144983/10189/6427/9129/4904/79622/4809/100130932/56259/25766/7919/55954/7737/140890/55702/51631/4116/58509/6632/3181/55285/378948/56949/6635/57794/58155/6426/55596/9343/11338/55131/2483/8487/23398/27258/8458/27339/11157/24148/55119/3187/23524/10946/25949/55280/9775/55599/6634/3178/3550/6936/10081/102724594/27238/60625/84844/55696/55094/55660/10250/25980/10283/10285/5411/10492/5511/51340/9410/220988/9416/23450/10992/8449/51645/10569/22794/27316/3183/22938/10236/23451/9939/27336/1659/51759/79753/103/153527/6434/11193/988/8899/3192/9785/3185/3189/22828/24144/84950/1655/6638/8559/84811/5976/54883/91603/10286/1153/57703/154007/3190/143884/5356/8539/4670/7536/23020/55234/23517/494115/1665/51322/9716/10594/4236/9128/3312/51362/10291/50804/10625
BP	GO:0006839	mitochondrial transport	248	-0.331416738356796	-1.39317260226708	5.87605948800799e-05	0.00287926914912392	0.00258171749243452	9437	tags=44%, list=26%, signal=33%	10105/22885/117145/7159/1386/6720/5664/79680/3998/665/57602/5071/203245/8604/7533/9026/7529/90529/27429/5018/1537/2932/7161/131474/83943/3329/666/23203/7531/91689/10440/57380/285521/80273/54978/23409/4976/9512/5565/54741/3954/5562/130916/51422/9531/30968/55737/3320/54332/7029/9868/518/29957/28978/55823/32/63933/7323/29090/26515/10075/5663/7263/7027/9804/25813/55072/221154/5599/515/664/25874/79085/6721/10165/788/84275/3305/387990/58480/23456/84709/25793/9927/7385/51660/10166/79594/79568/4285/506/8326/10367/292/253512/23368/596/498/64112/65018/10939/347411/5563/120892/1374/7855/1376/118980/10449/7069
BP	GO:0045732	positive regulation of protein catabolic process	213	-0.332926324861566	-1.2314107081445	0.000565597602159104	0.014656591709796	0.013141938886875	8178	tags=38%, list=22%, signal=29%	7917/10297/2932/4478/5601/207/7415/1452/6872/29978/7124/7879/11060/6662/9604/25820/9870/5747/4780/2308/23072/83737/1027/406955/10273/4947/10193/55737/2822/3320/28951/22954/9709/51429/406956/285671/1642/6642/55823/8554/29979/122809/2629/139285/55212/5663/57520/55070/153090/9810/3949/5700/116224/324/91445/29116/54467/152503/25898/6653/11059/7430/2729/1601/5962/23327/127544/140462/9104/26234/2719/120892/140456/255738/722/4036/1950/440730/725/140458
MF	GO:1901681	sulfur compound binding	242	-0.333354995003979	-1.3587168094771	0.000122164301743161	0.0049384918979673	0.00442813445318501	3365	tags=21%, list=9%, signal=19%	7049/1991/7172/3030/56922/1629/91452/84870/1738/10994/10455/89792/4967/55526/7057/10457/7123/9037/652/26027/2246/2254/6422/27329/33/5095/3990/50964/56341/1511/84570/55753/4329/4353/53354/27232/4018/134526/64100/1056/2160/51156/7448/350/3827/3053/462/245909/116519/3273
MF	GO:0043177	organic acid binding	201	-0.335193285800408	-1.16580981498705	0.000309864228107282	0.0098295729437159	0.00881375762306695	4529	tags=33%, list=12%, signal=29%	9731/1719/4846/54583/2742/3155/6342/2170/197131/4099/2746/56603/3482/5091/348751/10247/56922/2644/1629/3046/51/113235/1645/7298/5468/3157/573971/1807/2729/3050/10588/5465/9380/128/7421/6470/8309/6809/2747/23576/3043/7130/2805/6505/5095/5264/10841/54658/4935/4843/54600/1373/212/846/1644/2168/2167/27232/5105/3042/3048/189/5009/3047/6898/213
BP	GO:0140053	mitochondrial gene expression	159	-0.335592099826461	-1.21544178207184	0.00134031523263847	0.0273645602992465	0.0245366307692492	24280	tags=52%, list=67%, signal=18%	23107/51069/11222/55173/87178/51650/708/26284/64983/124995/63899/51081/4528/51335/51073/51253/6832/65008/7978/54148/57038/133522/64965/51021/84273/64981/54948/9617/9801/283459/56945/54516/5018/2309/93587/79736/28957/158234/57505/387338/54931/51263/55278/10240/55005/51318/84881/92399/92259/51116/26589/64216/51023/5562/130916/63931/79072/10884/84311/10352/7019/25821/5188/8846/60488/22868/55168/55699/26995/55157/57570/55006/85476/84275/28973/124454/10128/84340/65080/740/60493/23395/54534
MF	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	226	-0.338713718351567	-1.30703902290973	4.81448471538721e-05	0.0025112973499294	0.00225177291917635	6648	tags=37%, list=18%, signal=30%	26122/3054/284098/54677/79603/54107/55146/253558/51099/9575/51125/55301/51773/10554/30/57678/117143/23326/64841/29956/80155/8888/64429/11143/340481/23522/1387/7994/54556/55326/93624/11091/8648/9517/158866/100287520/6342/51304/60560/55140/2033/10558/211/122830/51114/3030/8110/1629/9329/54988/6296/1737/10524/6785/55304/151050/3032/56894/653082/55733/1743/10162/254887/339983/1384/10249/123876/79993/1374/1376/348158/116255/10449/9027/212/38/9085/92292/84803/203611/253175/51471/570
BP	GO:0009132	nucleoside diphosphate metabolic process	153	-0.338817391177157	-1.23572088933464	0.00250934028445823	0.0430441982707625	0.0385958914807462	7391	tags=39%, list=20%, signal=31%	23165/2821/29922/158067/131870/9818/5211/230/205/9883/5214/5207/405/3479/5562/351/51422/5571/2023/55746/8021/4354/5903/9972/5663/5230/53343/3643/26137/669/23279/50808/5223/2819/122481/8802/283927/5213/4967/55526/51085/441531/260425/5465/9414/954/1740/5563/2027/2103/377841/5208/10891/957/55753/26289/2203/5313/6521/229
MF	GO:0035091	phosphatidylinositol binding	241	-0.338896753595977	-1.37941586292517	8.86121566405567e-05	0.00398016270243834	0.00356884165370476	6824	tags=37%, list=19%, signal=30%	55204/27236/889/83850/10979/56270/64853/55915/157807/29934/7094/253725/89869/23161/51429/117583/3709/26060/8301/6642/64342/51375/51028/5897/139285/81609/5337/153090/23344/115548/116985/399979/112574/55198/26751/114609/5217/114882/59338/85477/79685/5287/51479/5286/54899/26207/23174/57706/2886/55614/23503/79666/6643/8723/59339/55041/53349/9846/5007/81846/23263/4534/65258/91404/29091/9372/9066/9743/79958/23001/27111/56169/134829/388121/401548/92017/9758/143162/10788/1800/219287/7274/4137/5288/205147/143425/341359/7429
BP	GO:0042133	neurotransmitter metabolic process	151	-0.340640493726728	-1.22466050464568	0.001187370883952	0.0251306115098218	0.0225335444413817	4236	tags=30%, list=12%, signal=26%	6095/10993/3643/183/23446/132949/947/3176/501/10247/2644/10365/9722/4129/7099/6531/406977/223/1807/6470/9314/384/80736/113277/55349/9104/10249/23576/3043/7915/948/51733/29958/54/6582/4843/6532/1373/635/18/64902/1644/5053/189/570
BP	GO:0097237	cellular response to toxic substance	237	-0.341434048943035	-1.3845453627804	3.74093978414977e-05	0.00202989920502355	0.00182012379324899	4508	tags=25%, list=12%, signal=22%	1719/10935/4846/51780/2742/8288/664/59338/26034/7001/23064/8013/2113/388/10365/3046/23135/4790/2861/10131/80310/51109/1317/573971/3050/128/3747/9131/2938/65018/406901/9314/84203/3162/9104/5581/120892/3791/1958/3043/948/9429/23530/10891/358/54658/2176/55937/847/1373/145226/4353/2168/389434/3042/383/3048/3047/213/127
BP	GO:0002262	myeloid cell homeostasis	147	-0.342493557266466	-1.11692199304716	0.00251290804994433	0.0430441982707625	0.0385958914807462	6080	tags=31%, list=17%, signal=26%	9258/4779/4254/5469/118/5291/51621/567/3707/6777/94081/92/3313/8444/669/6886/2624/2113/2034/7049/10365/6722/5926/3658/221395/2039/10461/7067/3050/652/25893/3162/4352/28996/2623/2176/55553/3815/10107/2038/212/10661/51327/6005/6521
BP	GO:0042445	hormone metabolic process	232	-0.343156730421831	-1.35177383703576	7.33433479991427e-05	0.00344756377077366	0.00309128297227721	3053	tags=25%, list=8%, signal=23%	4790/1645/1558/3284/7923/1565/4311/51109/125/223/8528/8228/54884/10170/2028/7421/27284/5446/5125/80736/1593/51301/1958/5950/1428/10891/54658/6718/64577/1551/1215/1511/54600/866/5972/653/8608/145226/3291/2690/1733/130/59272/1543/389434/8630/1066/1109/7276/1576/10202/1081/1392/126/1544/335/1586/124/127
CC	GO:0043296	apical junction complex	143	-0.343337199065096	-1.08273483489499	0.00118156334786396	0.0251306115098218	0.0225335444413817	6523	tags=41%, list=18%, signal=34%	84612/10015/387/5586/90952/54532/6801/1495/7082/117/117583/51421/55327/3728/9223/84952/26/4072/1003/137075/84552/23150/23586/1499/65267/55870/8777/5590/57477/324/1500/57662/154810/999/260425/9693/1364/9414/317762/64398/92359/9075/91862/9071/595/153562/154796/143098/7855/25945/100506658/57530/10207/143162/144100/288/54566/8825/9073
MF	GO:0008201	heparin binding	162	-0.346114421456725	-1.25889166329418	0.000851689296834033	0.0200171743165789	0.0179485440247735	1716	tags=13%, list=5%, signal=12%	2254/6422/27329/3990/50964/1511/84570/4353/4018/64100/1056/2160/51156/7448/350/3827/3053/462/245909/116519/3273
BP	GO:0008033	tRNA processing	126	-0.346305088048769	-1.25252792603968	0.0017402091893224	0.0324932824380407	0.0291353365427577	21880	tags=98%, list=60%, signal=39%	24140/80324/10248/90353/55621/64118/10799/81890/83707/51367/55687/4234/51504/26024/348180/79897/134637/339487/6894/29894/51654/113179/116461/84705/3028/80746/54522/283989/221078/79042/10785/115708/150962/54913/10556/441250/54802/51637/54517/131965/55798/10898/56931/54974/54482/55644/60487/10557/51605/54859/51728/100132911/85495/60528/6741/112858/63892/51002/23587/51095/54888/10775/79074/83480/81605/11157/80745/79828/11062/10940/55250/55226/55253/63899/152992/54920/22929/79691/9097/339175/112970/64172/23536/27304/129450/1478/93587/285381/25917/54901/158234/55623/57505/91801/54931/1787/55039/84881/144233/1653/123263/51493/283742/142940/11102/10978/2926/25821/55520/8846/10667/79979/127253/26610/57604/57570/8518/55006/9836/55140/81627/84267/51531/22928
BP	GO:0006575	cellular modified amino acid metabolic process	186	-0.34789974862791	-1.33113968399957	9.73435975136674e-05	0.0041641427825291	0.00373380872223128	3845	tags=31%, list=11%, signal=28%	883/4524/200895/501/3249/51449/56605/55217/112817/2939/728441/113235/23743/57515/4522/728226/55748/1160/7298/573971/223/2729/10162/10588/124975/6470/2938/1159/27284/55349/1384/91227/51301/2940/2678/548596/7915/6583/1374/2679/1428/33/10841/34/29958/5625/635/2628/1800/9027/8424/10840/1733/27232/389434/255189/1081
MF	GO:0016829	lyase activity	186	-0.349706612529333	-1.33805313608529	8.52702319578529e-05	0.00387308890662495	0.0034728331608145	5011	tags=29%, list=14%, signal=25%	51074/4953/8846/55258/55556/23042/2271/3155/10993/262/883/171425/683/3295/3030/112817/51495/3658/80017/48/148811/54511/2235/3032/108/81889/23417/210/87769/593/6470/107/111/115/2027/549/5106/201161/2805/130013/10841/50/760/1962/64850/762/3034/1644/1543/5105/759/56934/229/1586
BP	GO:0042157	lipoprotein metabolic process	130	-0.353214023838745	-1.2505241538309	0.00205934805189108	0.0371647968739718	0.0333240837250325	4375	tags=40%, list=12%, signal=35%	9488/55062/22930/23556/84945/5277/5538/93183/9397/25921/51227/80833/94005/472/5281/93210/284098/56270/55146/258010/51125/25782/2822/64429/340481/127018/2629/5289/3949/158866/55650/51304/57467/51114/147111/5283/65258/51104/84720/653082/55733/254887/5465/5494/81575/255738/55937/80157/336/335/345/116519
CC	GO:0005923	bicellular tight junction	123	-0.35428366728545	-1.30293339648963	0.00131935272214762	0.0270865098035815	0.0242873147827056	6096	tags=38%, list=17%, signal=32%	90952/54532/6801/7082/117/117583/51421/55327/9223/84952/26/4072/1003/137075/84552/23150/23586/1499/65267/55870/8777/5590/324/154810/260425/9693/1364/9414/317762/64398/92359/9075/91862/9071/595/153562/154796/143098/7855/100506658/57530/10207/143162/288/54566/8825/9073
BP	GO:0019751	polyol metabolic process	124	-0.354734688933252	-1.23451381541322	0.00190316294177222	0.0347337977070619	0.0311443107520145	5909	tags=35%, list=16%, signal=29%	653308/89869/117/26007/4204/801/84105/3632/56624/2629/117283/3707/1719/9517/8867/10558/81537/5860/6622/573971/64768/5336/8291/340485/5745/1593/5334/5106/2710/6652/27329/2805/2852/427/23228/3613/116255/55586/9651/27124/5105/6569/1576
CC	GO:0070160	tight junction	128	-0.356097753879149	-1.24872489817998	0.00289284577840114	0.0474414971975117	0.0425387613448248	6096	tags=38%, list=17%, signal=32%	90952/54532/6801/7082/117/117583/51421/55327/9223/286676/84952/26/4072/1003/137075/84552/23150/23586/1499/65267/55870/8777/1969/5590/324/154810/260425/9693/1364/9414/317762/64398/92359/9075/91862/9071/595/153562/154796/143098/7855/100506658/57530/10207/143162/288/54566/8825/9073
BP	GO:0055067	monovalent inorganic cation homeostasis	154	-0.358409058832865	-1.27826214549232	0.000309514592635745	0.0098295729437159	0.00881375762306695	4202	tags=30%, list=12%, signal=27%	183/5166/478/1657/535/1182/528/527/526/5594/80763/506/10723/1910/57835/596/51382/23327/552/9990/3778/120892/479/8671/5164/523/5172/83697/185/760/6550/50617/7274/245973/1811/525/6557/496/6549/1080/127124/245972/1579/6521/51458/389015
BP	GO:0016482	cytosolic transport	157	-0.359531324014057	-1.29826115809704	0.000276710194769595	0.00916886034718106	0.00822132489809406	9404	tags=55%, list=26%, signal=41%	8724/23258/5604/55111/25930/8898/6811/23041/2060/84067/8729/5071/57589/3799/5595/4478/55062/1174/64400/51542/27131/58533/29911/8938/400/7879/23033/64145/6293/738/9367/9341/9779/8678/9648/387680/84079/54832/9559/143187/30845/29934/23085/253725/55737/51652/27252/200576/25938/3916/6642/55823/1203/9527/23317/10749/1213/54497/7109/23011/5289/9581/51552/51479/164/55614/1639/150786/10490/6643/22853/5594/23095/6653/23230/55435/9066/7430/9043/1601/51361/9827/5962/8934/120892/57533/1066
BP	GO:0042180	cellular ketone metabolic process	245	-0.360240520813519	-1.49879414217059	3.24603299746946e-06	0.000265092694793339	0.000237697280739736	6227	tags=32%, list=17%, signal=27%	51422/2820/84274/83752/29914/2806/4947/4779/160760/407031/654/2531/5978/56997/5687/8529/32/4953/407032/51004/1584/125061/3638/55066/23411/23408/54704/55198/57107/650/84869/5700/5166/2170/406987/883/9965/3156/8013/11160/57546/2819/1645/6622/51085/5468/23417/5465/10170/2693/8574/406959/9104/552/5581/10901/5563/1958/1374/634/5164/33/130013/10891/64577/635/653/407039/407053/2168/1555/5019/1109/1581/1586/345/127/116519
BP	GO:0006399	tRNA metabolic process	165	-0.361088111276238	-1.33477110920724	0.000278378400743526	0.00918648722453637	0.00823713016507268	21880	tags=99%, list=60%, signal=40%	24140/54938/80324/79587/10248/90353/55621/64118/10799/81890/83707/51367/55687/4234/51504/26024/348180/79897/134637/339487/6894/29894/118672/51654/113179/92675/80755/116461/84705/3028/80746/54522/283989/344405/221078/11340/9521/79042/51067/10785/115708/150962/54913/10556/441250/54802/51637/54517/131965/55798/5464/10898/56931/10056/54974/54482/55644/60487/10557/51605/54859/55152/5393/51728/100132911/85495/60528/6741/112858/63892/80222/51002/23587/51095/54888/10775/79074/23438/83480/81605/11157/23016/80745/79828/11062/10940/55250/5394/55226/55253/63899/152992/54920/22929/79691/9097/57038/51010/339175/112970/64172/2193/9255/23536/283459/27304/129450/1478/93587/285381/25917/54901/112487/158234/55623/57505/91801/57176/54931/7965/1787/55278/23404/55039/84881/144233/1653/123263/51493/283742/142940/10352/146857/11102/10978/2926/27068/25821/5188/55520/8846/10667/79979/127253/79731/55699/55157/26610/57604/57570/8518/55006/9836/55140/124454/81627/25973/51091/84267/51531/23395/92935/22928
